,current_params,proposed_params,current_log_likelihood,proposed_log_likelihood,step_forward_log_probs,step_backward_log_probs,current_log_posterior,proposed_log_posterior,alpha,accepted
28,"[0.10512909734560315, 0.12370730644439235, 26142813887872.19]","[0.11667126312875416, 0.1234623814007309, 24140648590287.383]",-213.27056355311694,-233.2554254996273,-23.93570504981669,-23.770141716762517,-213.27056355311694,-233.2554254996273,2.4693802876948998e-09,False
29,"[0.10512909734560315, 0.12370730644439235, 26142813887872.19]","[0.09554709747363556, 0.11734477615652258, 25047729703599.617]",-213.27056355311694,-223.74207012224366,-22.303301521346256,-22.57888847845966,-213.27056355311694,-223.74207012224366,2.150782950195751e-05,False
30,"[0.10512909734560315, 0.12370730644439235, 26142813887872.19]","[0.10602954251991598, 0.1110848485258611, 25403902859578.777]",-213.27056355311694,-214.40839958556742,-22.18876995562475,-22.319700943968158,-213.27056355311694,-214.40839958556742,0.28117809488162365,False
31,"[0.10512909734560315, 0.12370730644439235, 26142813887872.19]","[0.10728882985727808, 0.13659154337914067, 27182112247384.664]",-213.27056355311694,-215.2336102821824,-22.663034946238938,-22.48447497436001,-213.27056355311694,-215.2336102821824,0.16788320374004428,False
32,"[0.10512909734560315, 0.12370730644439235, 26142813887872.19]","[0.09025284721833826, 0.11296374308687226, 24441683921589.945]",-213.27056355311694,-253.33885805026642,-24.217402156566422,-24.414293192599008,-213.27056355311694,-253.33885805026642,3.258757998433063e-18,False
33,"[0.10512909734560315, 0.12370730644439235, 26142813887872.19]","[0.09772477911229117, 0.11979896404715844, 25048468107068.402]",-213.27056355311694,-217.88480304287305,-22.012802239337177,-22.244658884465565,-213.27056355311694,-217.88480304287305,0.007858998209826955,False
34,"[0.10512909734560315, 0.12370730644439235, 26142813887872.19]","[0.1055340565257826, 0.12813824636975116, 26903603500307.145]",-213.27056355311694,-213.60137101688056,-21.627245413072032,-21.507431575932685,-213.27056355311694,-213.60137101688056,0.8097792278921053,True
35,"[0.1055340565257826, 0.12813824636975116, 26903603500307.145]","[0.13824509900065104, 0.11573899031629943, 25180042777841.54]",-213.60137101688056,-302.59376381351194,-28.10588654055192,-29.594533885041315,-213.60137101688056,-302.59376381351194,5.0650478185888956e-40,False
36,"[0.1055340565257826, 0.12813824636975116, 26903603500307.145]","[0.11503000871246112, 0.12102624108974032, 26380617408136.695]",-213.60137101688056,-231.83293383986341,-22.015040516208558,-22.02510119165944,-213.60137101688056,-231.83293383986341,1.196089212955418e-08,False
37,"[0.1055340565257826, 0.12813824636975116, 26903603500307.145]","[0.09130262701690711, 0.12144133913466071, 27767199584613.03]",-213.60137101688056,-242.59009082788458,-22.723446981054508,-22.861628912673122,-213.60137101688056,-242.59009082788458,2.2405121235035393e-13,False
38,"[0.1055340565257826, 0.12813824636975116, 26903603500307.145]","[0.11839378438840781, 0.12913715794305372, 27298523108660.59]",-213.60137101688056,-240.25970245062692,-22.163664171450876,-22.017219990386266,-213.60137101688056,-240.25970245062692,3.062200769708396e-12,False
39,"[0.1055340565257826, 0.12813824636975116, 26903603500307.145]","[0.1019240833865761, 0.121235345406185, 27473700978885.254]",-213.60137101688056,-211.9941291365584,-21.583753073758544,-21.70621429969411,-213.60137101688056,-211.9941291365584,4.413997115681702,True
40,"[0.1019240833865761, 0.121235345406185, 27473700978885.254]","[0.093130354852004, 0.14588359926374866, 27872178011254.863]",-211.9941291365584,-238.6451604804259,-24.457289171431725,-24.94380538162286,-211.9941291365584,-238.6451604804259,1.637996030211974e-12,False
41,"[0.1019240833865761, 0.121235345406185, 27473700978885.254]","[0.10923580081693234, 0.11353834150631269, 28495127403969.703]",-211.9941291365584,-221.07334781157994,-22.292802627155297,-22.236563932709167,-211.9941291365584,-221.07334781157994,0.00012060618610600222,False
42,"[0.1019240833865761, 0.121235345406185, 27473700978885.254]","[0.09882581249587831, 0.10698998859384268, 27922333765314.113]",-211.9941291365584,-212.57909979310864,-22.289718565535438,-22.400315079543862,-211.9941291365584,-212.57909979310864,0.498791467908227,True
43,"[0.09882581249587831, 0.10698998859384268, 27922333765314.113]","[0.09218923616725244, 0.11098842569435731, 25770464075567.395]",-212.57909979310864,-236.62542953100802,-23.816319601687372,-23.778357064528603,-212.57909979310864,-236.62542953100802,3.7436790165982285e-11,False
44,"[0.09882581249587831, 0.10698998859384268, 27922333765314.113]","[0.10453546981615665, 0.09770094969152433, 27620076268792.67]",-212.57909979310864,-214.3179549418109,-21.79478977216245,-21.8452191194697,-212.57909979310864,-214.3179549418109,0.1670796730821753,False
45,"[0.09882581249587831, 0.10698998859384268, 27922333765314.113]","[0.10591473085912209, 0.09467738837299126, 30336395421345.234]",-212.57909979310864,-218.6470552101684,-25.026754095003003,-25.188767784206878,-212.57909979310864,-218.6470552101684,0.0019695127413072566,False
46,"[0.09882581249587831, 0.10698998859384268, 27922333765314.113]","[0.09528450086927746, 0.11917721213177337, 28359432646441.598]",-212.57909979310864,-221.52733507327375,-22.115550993127204,-22.047402243096506,-212.57909979310864,-221.52733507327375,0.00013913212591931383,False
47,"[0.09882581249587831, 0.10698998859384268, 27922333765314.113]","[0.12087548213084355, 0.10191965376811492, 28456547921293.1]",-212.57909979310864,-258.44409995283354,-23.745383197966863,-24.05008460378705,-212.57909979310864,-258.44409995283354,8.886963141897471e-21,False
48,"[0.09882581249587831, 0.10698998859384268, 27922333765314.113]","[0.09336545990745879, 0.09667670351177576, 26992133719618.023]",-212.57909979310864,-224.83055897869374,-22.15307446805166,-22.434780563162825,-212.57909979310864,-224.83055897869374,3.605084742040577e-06,False
49,"[0.09882581249587831, 0.10698998859384268, 27922333765314.113]","[0.09994685050387977, 0.11471902144845646, 27657949679168.21]",-212.57909979310864,-212.33918088392582,-21.57715089666384,-21.461437656244534,-212.57909979310864,-212.33918088392582,1.4270824988349495,True
50,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.11720429519065413, 0.11562702597313354, 27048652424120.79]",-212.33918088392582,-239.8949459547792,-22.853656561983946,-22.87455648965774,-212.33918088392582,-239.8949459547792,1.0558605455248229e-12,False
51,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.09538973910729316, 0.1030831440496916, 26511271153831.203]",-212.33918088392582,-219.54952660902865,-22.4929436416947,-22.74497365213735,-212.33918088392582,-219.54952660902865,0.0005742901879090535,False
52,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.08248669795517699, 0.11467335904407136, 26940813952169.016]",-212.33918088392582,-350.29318928768805,-22.950961625865837,-22.989232836363037,-212.33918088392582,-350.29318928768805,1.1768318623833683e-60,False
53,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.11375799549420623, 0.11453880850230783, 29243294511558.117]",-212.33918088392582,-232.80944887186496,-23.44752732021181,-23.33816447698169,-212.33918088392582,-232.80944887186496,1.4367170612052509e-09,False
54,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.10686820701735063, 0.11695604556197697, 26558972663402.15]",-212.33918088392582,-215.48535095228948,-22.098874168606365,-21.99668885624267,-212.33918088392582,-215.48535095228948,0.047644658395246994,False
55,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.11982133558911082, 0.10771425214908083, 27652555239605.85]",-212.33918088392582,-251.3331055040038,-23.29992723935164,-23.52066484194884,-212.33918088392582,-251.3331055040038,9.317267986389596e-18,False
56,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.09421805933184467, 0.12321902312553773, 27219268672383.965]",-212.33918088392582,-227.81546810181834,-21.787776062447286,-21.814338795421342,-212.33918088392582,-227.81546810181834,1.8501111161896355e-07,False
57,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.07873967280372125, 0.12754984519980492, 25588797774094.645]",-212.33918088392582,-458.9071231358248,-26.617069883522056,-26.21660831308103,-212.33918088392582,-458.9071231358248,1.2325981626371777e-107,False
58,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.09481140401226507, 0.11481420457669322, 26990551802193.43]",-212.33918088392582,-223.61044692613677,-21.465693503144173,-21.60195435291145,-212.33918088392582,-223.61044692613677,1.1111533978426254e-05,False
59,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.0880345792444655, 0.12257426717965805, 26381849110927.953]",-212.33918088392582,-274.13023042281094,-22.977905286074936,-23.049781713736778,-212.33918088392582,-274.13023042281094,1.359166364180558e-27,False
60,"[0.09994685050387977, 0.11471902144845646, 27657949679168.21]","[0.1031968823516598, 0.12127865157689768, 28682004338766.043]",-212.33918088392582,-212.15054806379166,-22.073759371454237,-21.86933330501491,-212.33918088392582,-212.15054806379166,1.4815056275506693,True
61,"[0.1031968823516598, 0.12127865157689768, 28682004338766.043]","[0.10437641370513027, 0.11755660013615052, 28723695383891.32]",-212.15054806379166,-213.0803510799203,-21.239084568987113,-21.273037896467663,-212.15054806379166,-213.0803510799203,0.3814573066824452,False
62,"[0.1031968823516598, 0.12127865157689768, 28682004338766.043]","[0.08625722630333012, 0.15050775497157998, 28480858728976.137]",-212.15054806379166,-304.15894416914443,-26.532379301245744,-27.360741427886957,-212.15054806379166,-304.15894416914443,4.802951288601425e-41,False
63,"[0.1031968823516598, 0.12127865157689768, 28682004338766.043]","[0.11428908731398696, 0.12188972036706645, 29895205493806.156]",-212.15054806379166,-233.22974336467956,-22.61954278964983,-22.44671157246666,-212.15054806379166,-233.22974336467956,8.326863429843401e-10,False
64,"[0.1031968823516598, 0.12127865157689768, 28682004338766.043]","[0.10149513916406079, 0.11900521735840804, 27429473019271.004]",-212.15054806379166,-211.96506081877138,-21.94758381692448,-22.06037212837189,-212.15054806379166,-211.96506081877138,1.0754067193131573,True
65,"[0.10149513916406079, 0.11900521735840804, 27429473019271.004]","[0.11100251715036187, 0.12332929447062779, 27583021724986.84]",-211.96506081877138,-222.7967568635619,-21.83842016146165,-21.635117925194383,-211.96506081877138,-222.7967568635619,2.4218498680607968e-05,False
66,"[0.10149513916406079, 0.11900521735840804, 27429473019271.004]","[0.10676409270201784, 0.11065221956676434, 25998533011245.723]",-211.96506081877138,-215.60542540406828,-22.664399705161408,-22.718283774642835,-211.96506081877138,-215.60542540406828,0.024866129693264443,False
67,"[0.10149513916406079, 0.11900521735840804, 27429473019271.004]","[0.12253059956047126, 0.1293108673095593, 26194186061859.152]",-211.96506081877138,-250.78450799131184,-24.640791519192682,-24.75769631844873,-211.96506081877138,-250.78450799131184,1.230714148092973e-17,False
68,"[0.10149513916406079, 0.11900521735840804, 27429473019271.004]","[0.09630813543903752, 0.11877996486416076, 28076348434037.266]",-211.96506081877138,-218.6190798551167,-21.493498357891305,-21.552763828767475,-211.96506081877138,-218.6190798551167,0.0012146679797597549,False
69,"[0.10149513916406079, 0.11900521735840804, 27429473019271.004]","[0.0966691026111167, 0.11550293739290296, 28374434633199.387]",-211.96506081877138,-216.92684128529353,-21.75360814841506,-21.853312058262784,-211.96506081877138,-216.92684128529353,0.006336147301674678,False
70,"[0.10149513916406079, 0.11900521735840804, 27429473019271.004]","[0.10387959984337164, 0.10507004071380184, 27197291356279.023]",-211.96506081877138,-212.86277558539183,-22.178373545344904,-22.23744770138854,-211.96506081877138,-212.86277558539183,0.3841243607655968,True
71,"[0.10387959984337164, 0.10507004071380184, 27197291356279.023]","[0.10626098753357087, 0.08893628216703371, 27079253105169.34]",-212.86277558539183,-218.1923480526745,-22.517889390183036,-22.526329021414245,-212.86277558539183,-218.1923480526745,0.004805413911137517,False
72,"[0.10387959984337164, 0.10507004071380184, 27197291356279.023]","[0.11883173866782272, 0.10862187690549141, 26656164299747.89]",-212.86277558539183,-246.3629495561275,-22.55778852616482,-22.461675209239303,-212.86277558539183,-246.3629495561275,3.110289289822162e-15,False
73,"[0.10387959984337164, 0.10507004071380184, 27197291356279.023]","[0.0997645904936386, 0.10866186432636035, 25823539083565.902]",-212.86277558539183,-212.6605169912712,-22.247169914472643,-22.297586163650426,-212.86277558539183,-212.6605169912712,1.1639767151504024,True
74,"[0.0997645904936386, 0.10866186432636035, 25823539083565.902]","[0.10412028824851184, 0.10283802494743628, 25397820628168.363]",-212.6605169912712,-212.81785648562285,-21.509901846242844,-21.558810581097134,-212.6605169912712,-212.81785648562285,0.8136310842158326,True
75,"[0.10412028824851184, 0.10283802494743628, 25397820628168.363]","[0.11359918362123643, 0.0882232070518547, 26078630994799.633]",-212.81785648562285,-236.33617662740897,-22.9722111447619,-22.893784560901764,-212.81785648562285,-236.33617662740897,6.609727747274872e-11,False
76,"[0.10412028824851184, 0.10283802494743628, 25397820628168.363]","[0.11295621136109672, 0.0908162753514968, 26331533555833.227]",-212.81785648562285,-233.85073301357934,-22.75191127246967,-22.70910503125945,-212.81785648562285,-233.85073301357934,7.658228136283164e-10,False
77,"[0.10412028824851184, 0.10283802494743628, 25397820628168.363]","[0.11107886254335868, 0.10919791861609854, 26710887309292.742]",-212.81785648562285,-224.5981480748977,-22.613862755753757,-22.358461567788417,-212.81785648562285,-224.5981480748977,9.881063588806517e-06,False
78,"[0.10412028824851184, 0.10283802494743628, 25397820628168.363]","[0.11144934163867512, 0.1299080356576622, 26363315454874.477]",-212.81785648562285,-222.11210050070238,-25.355345026184864,-25.867059707436134,-212.81785648562285,-222.11210050070238,5.512216267166125e-05,False
79,"[0.10412028824851184, 0.10283802494743628, 25397820628168.363]","[0.10131140407231315, 0.10293477306789217, 25615499343096.984]",-212.81785648562285,-211.65054677956212,-21.225086487616693,-21.259703768619254,-212.81785648562285,-211.65054677956212,3.104002553777325,True
80,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.08271531794761408, 0.10085769109375305, 24403128590748.57]",-211.65054677956212,-344.2415791947618,-23.66322761604402,-23.691062951351235,-211.65054677956212,-344.2415791947618,2.5372165739836805e-58,False
81,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.09778362740171308, 0.10317571725277119, 24409631952311.35]",-211.65054677956212,-215.46355909209288,-21.912610427231918,-22.025640192760825,-211.65054677956212,-215.46355909209288,0.019721574739342204,False
82,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.113449190128795, 0.1085663282913888, 26254508128329.055]",-211.65054677956212,-230.23723344415896,-22.406752155706663,-22.153510783492052,-211.65054677956212,-230.23723344415896,1.0911535632950073e-08,False
83,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.09683599896263548, 0.11606450573867468, 25235729837598.1]",-211.65054677956212,-219.22397441144898,-22.210203183906337,-22.22078257667244,-211.65054677956212,-219.22397441144898,0.0005085194849861503,False
84,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.12204191994661762, 0.09918296414161906, 25577256257397.285]",-211.65054677956212,-258.46404524597864,-23.293972097768226,-23.52888789046665,-211.65054677956212,-258.46404524597864,3.690908721636241e-21,False
85,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.08379116832324886, 0.11966165242989317, 26281284755472.41]",-211.65054677956212,-331.7238720088872,-24.385597538556844,-24.31280142979077,-211.65054677956212,-331.7238720088872,7.663592036647885e-53,False
86,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.09987023950056335, 0.11354533939442334, 26651931691778.95]",-211.65054677956212,-212.67122094229663,-22.36318376903113,-22.218024329289946,-211.65054677956212,-212.67122094229663,0.4166475064241251,False
87,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.10374857994215234, 0.1014690559241127, 26113582582118.254]",-211.65054677956212,-212.6885198036315,-21.37044409295867,-21.31696987113613,-211.65054677956212,-212.6885198036315,0.37362644074979834,False
88,"[0.10131140407231315, 0.10293477306789217, 25615499343096.984]","[0.1024179208112893, 0.09768186263364724, 25905303573793.297]",-211.65054677956212,-211.85543387565158,-21.33955816708879,-21.391241033566583,-211.65054677956212,-211.85543387565158,0.7737008625672525,True
89,"[0.1024179208112893, 0.09768186263364724, 25905303573793.297]","[0.09711123925980719, 0.09940475689174613, 25073182559457.5]",-211.85543387565158,-215.69798640314838,-21.62526378270911,-21.737355521844414,-211.85543387565158,-215.69798640314838,0.019165485139703557,False
90,"[0.1024179208112893, 0.09768186263364724, 25905303573793.297]","[0.10586809806429455, 0.10207774393192016, 26116962312096.605]",-211.85543387565158,-215.11839820424558,-21.43888455021573,-21.27672460105152,-211.85543387565158,-215.11839820424558,0.045012980311925924,False
91,"[0.1024179208112893, 0.09768186263364724, 25905303573793.297]","[0.10403308943104252, 0.08228240659794926, 24912779271817.1]",-211.85543387565158,-214.21477555601675,-22.82993413012326,-22.923489003301455,-211.85543387565158,-214.21477555601675,0.08604399415892286,False
92,"[0.1024179208112893, 0.09768186263364724, 25905303573793.297]","[0.09240819295430783, 0.08178164115584909, 26089599177058.94]",-211.85543387565158,-225.82940325511282,-22.879512785876496,-23.058757200294846,-211.85543387565158,-225.82940325511282,7.134069700533729e-07,False
93,"[0.1024179208112893, 0.09768186263364724, 25905303573793.297]","[0.0972612087411421, 0.09053869458830795, 25321865252321.92]",-211.85543387565158,-213.9864759967955,-21.607591881681056,-21.868423908524118,-211.85543387565158,-213.9864759967955,0.09145811711089247,False
94,"[0.1024179208112893, 0.09768186263364724, 25905303573793.297]","[0.10252637698765721, 0.0936884337331746, 24585013053239.016]",-211.85543387565158,-211.87414716119812,-22.07071094441073,-22.191554455668637,-211.85543387565158,-211.87414716119812,0.8697436231430478,True
95,"[0.10252637698765721, 0.0936884337331746, 24585013053239.016]","[0.09612887562723646, 0.10258366689654595, 22538095629389.53]",-211.87414716119812,-221.26543346233225,-23.923531532071053,-23.83224615494262,-211.87414716119812,-221.26543346233225,9.142414700170126e-05,False
96,"[0.10252637698765721, 0.0936884337331746, 24585013053239.016]","[0.10626419118533427, 0.10145949162429371, 24493786844022.316]",-211.87414716119812,-215.0689460324229,-21.649751075814805,-21.46140512596087,-211.87414716119812,-215.0689460324229,0.0494668306759536,False
97,"[0.10252637698765721, 0.0936884337331746, 24585013053239.016]","[0.10161871449971875, 0.0994526746152043, 25746939000017.562]",-211.87414716119812,-211.57170659120797,-22.094624998028365,-21.955275427865196,-211.87414716119812,-211.57170659120797,1.555489271438927,True
98,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.09059493705329258, 0.11223878203083934, 26160334559761.67]",-211.57170659120797,-246.99194017459524,-22.694829519150552,-22.691377103656677,-211.57170659120797,-246.99194017459524,4.1561132391369033e-16,False
99,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.10179877355885658, 0.10655255295990133, 23133728154661.203]",-211.57170659120797,-212.34217615155507,-25.0484066149119,-24.656766467253814,-211.57170659120797,-212.34217615155507,0.6846623974223099,False
100,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.08007573058130832, 0.12145241012579641, 24647212189817.914]",-211.57170659120797,-420.05812092510877,-26.544479816105117,-26.58101777142825,-211.57170659120797,-420.05812092510877,2.7518988745629843e-91,False
101,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.097409862359398, 0.08468576365603245, 24351452127957.344]",-211.57170659120797,-213.5163714804061,-23.2338635077816,-23.440675849725437,-211.57170659120797,-213.5163714804061,0.11631221078208287,False
102,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.11385824120526644, 0.09663173217448287, 24331648200104.438]",-211.57170659120797,-232.15364526797325,-22.981894149495965,-22.96154174140205,-211.57170659120797,-232.15364526797325,1.1754835187557255e-09,False
103,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.09453859340762916, 0.09833914931840901, 26843870081878.44]",-211.57170659120797,-220.95799022826344,-21.991756287628426,-22.084644767769205,-211.57170659120797,-220.95799022826344,7.642718372204443e-05,False
104,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.09797546812366686, 0.1145979519764414, 24701081918402.84]",-211.57170659120797,-216.73343118672855,-22.915542088798,-22.971230573962124,-211.57170659120797,-216.73343118672855,0.005421335559547366,False
105,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.10987451028814321, 0.10551755326965488, 25557475983087.03]",-211.57170659120797,-221.60808021312494,-21.82738095248235,-21.617166845268468,-211.57170659120797,-221.60808021312494,5.401982145861598e-05,False
106,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.0982950222848523, 0.09755883523626334, 27494438768351.457]",-211.57170659120797,-212.4719985765683,-22.72821801981295,-22.832706387980537,-211.57170659120797,-212.4719985765683,0.36612504404715646,False
107,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.10867246066722419, 0.09363830378708553, 26188461246714.008]",-211.57170659120797,-221.67676949069866,-21.71327188251852,-21.676425227461266,-211.57170659120797,-221.67676949069866,4.240618878643974e-05,False
108,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.11312532030408116, 0.09520524913326807, 24679669151229.48]",-211.57170659120797,-230.9594570640871,-22.49511967580353,-22.50978274098096,-211.57170659120797,-230.9594570640871,3.7466132511670075e-09,False
109,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.09698231815450435, 0.09206750195028608, 26666320804052.152]",-211.57170659120797,-213.96776523532552,-21.901200630611164,-22.063978639250195,-211.57170659120797,-213.96776523532552,0.07739472503151085,False
110,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.09611282332036852, 0.10070454037182494, 25055236733701.668]",-211.57170659120797,-218.29275471601312,-21.517494067768816,-21.638618806999897,-211.57170659120797,-218.29275471601312,0.0010677807347787898,False
111,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.09488128341553181, 0.0886917168240482, 25442048537811.457]",-211.57170659120797,-218.99882523766226,-21.893083677537597,-22.173556701979514,-211.57170659120797,-218.99882523766226,0.00044940248398305204,False
112,"[0.10161871449971875, 0.0994526746152043, 25746939000017.562]","[0.10002501371297749, 0.10069712360209691, 25943786676837.367]",-211.57170659120797,-211.84212160696583,-21.22330524466563,-21.214877422477254,-211.57170659120797,-211.84212160696583,0.7695208784601332,True
113,"[0.10002501371297749, 0.10069712360209691, 25943786676837.367]","[0.11029252839829816, 0.10145940659184527, 25259419743397.273]",-211.84212160696583,-223.0027420088519,-21.992675231194564,-21.895841891639847,-211.84212160696583,-223.0027420088519,1.5669615138008783e-05,False
114,"[0.10002501371297749, 0.10069712360209691, 25943786676837.367]","[0.10071956243677747, 0.08826786399120146, 27837019017579.51]",-211.84212160696583,-211.5848993250918,-23.67930105771418,-23.82091725936188,-211.84212160696583,-211.5848993250918,1.1225535889712226,True
115,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.10956704987302478, 0.09578069313098451, 28723644601186.766]",-211.5848993250918,-225.63427827397743,-22.39866891056052,-22.095018333782964,-211.5848993250918,-225.63427827397743,1.072274599242672e-06,False
116,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.08257396151340049, 0.08089746816584374, 28553608962544.39]",-211.5848993250918,-318.2613854503503,-23.334548034171593,-23.396781652870374,-211.5848993250918,-318.2613854503503,4.405173416699137e-47,False
117,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.09544046018872006, 0.08192254278888787, 26159743557184.633]",-211.5848993250918,-215.81065040004344,-22.810651648921027,-23.045509852251218,-211.5848993250918,-215.81065040004344,0.011555320736285546,False
118,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.07842724530798074, 0.0978385933995753, 26646292642077.32]",-211.5848993250918,-435.0576392639212,-25.071181742208996,-24.645294593445804,-211.5848993250918,-435.0576392639212,1.3551352032582025e-97,False
119,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.08692500996146693, 0.07153291357662458, 29440842439183.246]",-211.5848993250918,-254.03476482574126,-24.772101955083105,-24.892284251097998,-211.5848993250918,-254.03476482574126,3.2513456936346084e-19,False
120,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.10366139229739108, 0.07326718261486405, 29566950459760.246]",-211.5848993250918,-218.39384917855622,-23.83324526897589,-23.870408827878663,-211.5848993250918,-218.39384917855622,0.0010635813725154589,False
121,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.11869528122572845, 0.10054260476366456, 27956695286649.176]",-211.5848993250918,-250.81492884305027,-23.621345765129906,-23.508220736411324,-211.5848993250918,-250.81492884305027,1.0274110472887238e-17,False
122,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.09692920707222985, 0.06822826911304196, 26870339053860.91]",-211.5848993250918,-212.31877411883448,-23.775497429218053,-23.722844137063266,-211.5848993250918,-212.31877411883448,0.5059985367041498,False
123,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.09348052658007891, 0.06893042128055822, 28196953679991.137]",-211.5848993250918,-217.61692064304867,-23.407244574315474,-23.38407415648414,-211.5848993250918,-217.61692064304867,0.0024569097936812234,False
124,"[0.10071956243677747, 0.08826786399120146, 27837019017579.51]","[0.10046365660377088, 0.09691266506337025, 29219151282011.445]",-211.5848993250918,-211.40337795766538,-22.59475988353815,-22.4241470184587,-211.5848993250918,-211.40337795766538,1.4220994028736489,True
125,"[0.10046365660377088, 0.09691266506337025, 29219151282011.445]","[0.09479162948884107, 0.09918097144126736, 29240998923468.3]",-211.40337795766538,-218.45275719480728,-21.337828027674778,-21.394681273495472,-211.40337795766538,-218.45275719480728,0.000819978462772421,False
126,"[0.10046365660377088, 0.09691266506337025, 29219151282011.445]","[0.08617582563637025, 0.1050838536302452, 30197726577429.8]",-211.40337795766538,-278.0788610653912,-23.05349777669868,-22.98089371197883,-211.40337795766538,-278.0788610653912,1.1877831300597567e-29,False
127,"[0.10046365660377088, 0.09691266506337025, 29219151282011.445]","[0.10481162578034174, 0.1157738665684066, 30428151524990.945]",-211.40337795766538,-214.09563162898985,-23.8203282265295,-23.76532114690574,-211.40337795766538,-214.09563162898985,0.07155802702074272,False
128,"[0.10046365660377088, 0.09691266506337025, 29219151282011.445]","[0.08758083308393463, 0.08258593289453926, 28965283639882.434]",-211.40337795766538,-254.19655559154614,-22.954320304526153,-23.195522505735603,-211.40337795766538,-254.19655559154614,2.0436489924684115e-19,False
129,"[0.10046365660377088, 0.09691266506337025, 29219151282011.445]","[0.097798553917836, 0.11769356469779943, 27636060313647.3]",-211.40337795766538,-215.39036733146438,-24.520391517716906,-24.76210862786543,-211.40337795766538,-215.39036733146438,0.014571226478855389,False
130,"[0.10046365660377088, 0.09691266506337025, 29219151282011.445]","[0.09602477689101328, 0.09925993336008203, 29398067152214.906]",-211.40337795766538,-215.32290525586058,-21.308725209903503,-21.334140614341685,-211.40337795766538,-215.32290525586058,0.019352325175182126,False
131,"[0.10046365660377088, 0.09691266506337025, 29219151282011.445]","[0.09966878461626004, 0.10149975279432587, 28369811779573.812]",-211.40337795766538,-211.5613004583627,-21.661121748684184,-21.635722005941535,-211.40337795766538,-211.5613004583627,0.8758830005737658,True
132,"[0.09966878461626004, 0.10149975279432587, 28369811779573.812]","[0.0928416013343934, 0.09262458020576572, 27908370745458.24]",-211.5613004583627,-225.06746483957193,-21.770716232378152,-22.056291550137278,-211.5613004583627,-225.06746483957193,1.0240556378671466e-06,False
133,"[0.09966878461626004, 0.10149975279432587, 28369811779573.812]","[0.09766065716643571, 0.10810965574476233, 27762796831368.438]",-211.5613004583627,-214.2835551252333,-21.617107417709565,-21.58735382722149,-211.5613004583627,-214.2835551252333,0.06771137609122267,False
134,"[0.09966878461626004, 0.10149975279432587, 28369811779573.812]","[0.0950969223444783, 0.08823640121560168, 27870060790037.863]",-211.5613004583627,-216.63489178586514,-22.173262844029114,-22.409353196706224,-211.5613004583627,-216.63489178586514,0.004943500081308391,False
