,current_params,proposed_params,current_log_likelihood,proposed_log_likelihood,step_forward_log_probs,step_backward_log_probs,current_log_posterior,proposed_log_posterior,alpha,accepted
5780,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.1165551989860286, 0.3399190451030738, 84202314044684.77]",-211.56737825025164,-241.81994267629375,-25.905184596877085,-25.78219846121563,-211.56737825025164,-241.81994267629375,8.220351843815929e-14,False
5781,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.09475083301635989, 0.3207671150782505, 87143980000290.06]",-211.56737825025164,-219.180486635776,-21.71085985793271,-21.83984667574638,-211.56737825025164,-219.180486635776,0.00043416096595111137,False
5782,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.10647528714948644, 0.3384896720420325, 85585285077100.61]",-211.56737825025164,-216.84429399323952,-22.468662956134857,-22.34830607516504,-211.56737825025164,-216.84429399323952,0.005761491700519935,False
5783,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.09134572765975721, 0.32939819420103217, 86333321161472.52]",-211.56737825025164,-235.17291004791701,-21.60990687601153,-21.73616568612414,-211.56737825025164,-235.17291004791701,4.936444894588271e-11,False
5784,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.09712049516700855, 0.32645812224189136, 85429331118680.02]",-211.56737825025164,-214.35108266448822,-21.74403413654138,-21.833587791237203,-211.56737825025164,-214.35108266448822,0.056514498172031774,False
5785,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.12489957814894409, 0.3256155591644455, 84537897166930.02]",-211.56737825025164,-271.73921126704477,-25.76770502432921,-26.16164016046241,-211.56737825025164,-271.73921126704477,4.9730302268824964e-27,False
5786,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.0977515537668828, 0.335991415990973, 88632540891136.47]",-211.56737825025164,-213.30626971782797,-23.96408774708518,-24.012362214671725,-211.56737825025164,-213.30626971782797,0.1674340167526164,False
5787,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.11146781120033013, 0.3413646866762085, 86086436935117.17]",-211.56737825025164,-227.773977892596,-22.945993871033487,-22.80366224774866,-211.56737825025164,-227.773977892596,1.0553026859570572e-07,False
5788,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.11592570113782705, 0.3221408420691976, 85564342332951.6]",-211.56737825025164,-242.43620798342064,-22.85009716359874,-22.82452642778761,-211.56737825025164,-242.43620798342064,4.0266400936543605e-14,False
5789,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.10212080269666116, 0.31976149963779094, 86556727245872.88]",-211.56737825025164,-212.1139055270754,-21.43465937237388,-21.444048995616146,-211.56737825025164,-212.1139055270754,0.5735461355414285,False
5790,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.08610400656567939, 0.3219085983224277, 85948317448948.05]",-211.56737825025164,-280.3505346731425,-22.462710332151254,-22.58883498081724,-211.56737825025164,-280.3505346731425,1.183258079803273e-30,False
5791,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.11240340873848927, 0.32872490878626537, 85467083568499.1]",-211.56737825025164,-231.14345191053843,-22.42563503408902,-22.309122751873247,-211.56737825025164,-231.14345191053843,3.5385054858883097e-09,False
5792,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.1091904179225707, 0.3349581493465475, 85673615912472.94]",-211.56737825025164,-222.51508882088686,-22.247335763470367,-22.101371438114917,-211.56737825025164,-222.51508882088686,2.0363911959377112e-05,False
5793,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.08881247879482626, 0.32325119405296693, 84590877459037.28]",-211.56737825025164,-253.5357839443472,-23.659183724618934,-23.80415687219776,-211.56737825025164,-253.5357839443472,5.133244550334303e-19,False
5794,"[0.1008465916674282, 0.32681779678964235, 86468829478214.48]","[0.09861989137803515, 0.32321671909003014, 87242212897466.42]",-211.56737825025164,-212.18883720994486,-21.5416726939147,-21.592572228950306,-211.56737825025164,-212.18883720994486,0.5105031378737439,True
5795,"[0.09861989137803515, 0.32321671909003014, 87242212897466.42]","[0.09979960299481953, 0.300869023828393, 87472849398850.92]",-212.18883720994486,-211.45187598451832,-23.773299255640215,-23.649158745270004,-212.18883720994486,-211.45187598451832,2.3657657071903277,True
5796,"[0.09979960299481953, 0.300869023828393, 87472849398850.92]","[0.11353243791435216, 0.31344471253104117, 88783308168822.6]",-211.45187598451832,-237.28593196553462,-23.847219338889577,-23.699872302868734,-211.45187598451832,-237.28593196553462,6.98882308575511e-12,False
5797,"[0.09979960299481953, 0.300869023828393, 87472849398850.92]","[0.10563907545331078, 0.29425084316809363, 86960927971060.48]",-211.45187598451832,-217.79863343025204,-21.725125753177654,-21.67294303387488,-211.45187598451832,-217.79863343025204,0.0018462943062626182,False
5798,"[0.09979960299481953, 0.300869023828393, 87472849398850.92]","[0.09981424583016374, 0.31219219999909087, 87090256824588.03]",-211.45187598451832,-211.4961155131311,-21.909974859696522,-21.875704908714287,-211.45187598451832,-211.4961155131311,0.9900799538691663,True
5799,"[0.09981424583016374, 0.31219219999909087, 87090256824588.03]","[0.10103960378035727, 0.327303029203361, 85033704302557.22]",-211.4961155131311,-211.60767514815873,-24.47617708054685,-24.409702152160968,-211.4961155131311,-211.60767514815873,0.9559165059265269,True
5800,"[0.10103960378035727, 0.327303029203361, 85033704302557.22]","[0.10403626954710345, 0.31622766370253635, 83721035387629.12]",-211.60767514815873,-213.77096906118123,-22.699714615757237,-22.696910300991235,-211.60767514815873,-213.77096906118123,0.11526867187970435,False
5801,"[0.10103960378035727, 0.327303029203361, 85033704302557.22]","[0.10065778773157072, 0.32824656346711556, 85251208378678.8]",-211.60767514815873,-211.58432391111546,-21.2088363540931,-21.205641695331508,-211.60767514815873,-211.58432391111546,1.0269013766453519,True
5802,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.08680541178371604, 0.31193113860036076, 84987086654387.3]",-211.58432391111546,-271.0392677817021,-23.445680135154873,-23.570162613866948,-211.58432391111546,-271.0392677817021,1.3334720020032797e-26,False
5803,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.09510460617557127, 0.30429104776731, 85331976496401.6]",-211.58432391111546,-217.55481158111928,-24.22724340246117,-24.18890993855971,-211.58432391111546,-217.55481158111928,0.002652761234707104,False
5804,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.09041449489904631, 0.3437210918084703, 84907859027887.94]",-211.58432391111546,-243.62872211508056,-22.896351551989426,-23.02526445432586,-211.58432391111546,-243.62872211508056,1.064899251988837e-14,False
5805,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.10617730046825856, 0.32818510470651374, 85792594887318.28]",-211.58432391111546,-216.7992754071784,-21.530861726928208,-21.42380410702215,-211.58432391111546,-216.7992754071784,0.006048809058467795,False
5806,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.09618541977482357, 0.317168802857832, 85018711147426.67]",-211.58432391111546,-215.7649346925597,-21.853796877356956,-21.984655694179544,-211.58432391111546,-215.7649346925597,0.013413822172287234,False
5807,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.09424807098760159, 0.3124460161239914, 85793404589537.25]",-211.58432391111546,-220.54113349982052,-22.720417158109512,-22.839227052901045,-211.58432391111546,-220.54113349982052,0.00011442173755266892,False
5808,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.1117190906436832, 0.34003287731276555, 85020546106468.08]",-211.58432391111546,-228.20020076553607,-22.59062212267338,-22.43443885318669,-211.58432391111546,-228.20020076553607,7.106338690118939e-08,False
5809,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.10756450250555087, 0.31979079772940144, 87638917300873.11]",-211.58432391111546,-220.32573299351105,-24.636637235461023,-24.614416346660732,-211.58432391111546,-220.32573299351105,0.00016341980232931593,False
5810,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.0895607748721583, 0.30950116836911756, 85844390270770.08]",-211.58432391111546,-244.84878981405677,-23.6767685035648,-23.782300257675953,-211.58432391111546,-244.84878981405677,3.2180601426908855e-15,False
5811,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.09487133310279358, 0.3253553620732262, 85770309401561.36]",-211.58432391111546,-219.4733394599346,-21.466778379896027,-21.57822674731892,-211.58432391111546,-219.4733394599346,0.0003353070374340947,False
5812,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.07753645623978306, 0.3182175377710466, 85160821209182.36]",-211.58432391111546,-457.58446269244246,-24.571692117918076,-24.206412757605897,-211.58432391111546,-457.58446269244246,2.099597226329571e-107,False
5813,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.08633149077743903, 0.33448917072758744, 84781888732566.06]",-211.58432391111546,-280.83518734438445,-22.47646904981167,-22.551113662882333,-211.58432391111546,-280.83518734438445,7.803948600800359e-31,False
5814,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.12016192972476787, 0.3085727040217162, 84732826801206.64]",-211.58432391111546,-258.00367335145813,-25.126099301576858,-25.196267642795913,-211.58432391111546,-258.00367335145813,6.45444584276776e-21,False
5815,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.10305765416309436, 0.3247319974993317, 86569255772606.19]",-211.58432391111546,-212.784061133034,-22.15687367292503,-22.11834518941139,-211.58432391111546,-212.784061133034,0.31310748701339125,False
5816,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.11265010241894571, 0.33545973055618844, 83471028524091.5]",-211.58432391111546,-230.54699236394723,-23.821556151927382,-23.66589712505388,-211.58432391111546,-230.54699236394723,6.795471340548052e-09,False
5817,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.11320093970811197, 0.3287796833053895, 85006534595494.86]",-211.58432391111546,-233.23315134147825,-22.05286213202686,-21.943410485414603,-211.58432391111546,-233.23315134147825,4.4214829381553896e-10,False
5818,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.10469403339859484, 0.3283318996907447, 84593937417673.23]",-211.58432391111546,-214.35273593532287,-21.506741454846406,-21.44504875450499,-211.58432391111546,-214.35273593532287,0.06675545088308928,False
5819,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.09150237766604497, 0.3241653123854746, 84181454791042.9]",-211.58432391111546,-234.60786887617434,-22.1652966997014,-22.342152801854184,-211.58432391111546,-234.60786887617434,8.398347461511954e-11,False
5820,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.1175041277690664, 0.33413179687736316, 85509532495105.48]",-211.58432391111546,-246.0534995519139,-22.836594749906624,-22.782422135322562,-211.58432391111546,-246.0534995519139,1.131759349835506e-15,False
5821,"[0.10065778773157072, 0.32824656346711556, 85251208378678.8]","[0.1004317053738963, 0.3406939767232918, 85374382537949.28]",-211.58432391111546,-211.7309421084885,-21.978303486617335,-21.94393159008669,-211.58432391111546,-211.7309421084885,0.8938240807625626,True
5822,"[0.1004317053738963, 0.3406939767232918, 85374382537949.28]","[0.0996912718213069, 0.3268517201730117, 86227294488063.78]",-211.7309421084885,-211.71266371210882,-22.488355788473967,-22.51805732505428,-211.7309421084885,-211.71266371210882,0.9886418561425372,True
5823,"[0.0996912718213069, 0.3268517201730117, 86227294488063.78]","[0.09567884379300967, 0.3193557204443124, 85986460476045.89]",-211.71266371210882,-216.84093200037603,-21.508445885366903,-21.629470490799832,-211.71266371210882,-216.84093200037603,0.005251230264687175,False
5824,"[0.0996912718213069, 0.3268517201730117, 86227294488063.78]","[0.1045385309229097, 0.3116919783176441, 86842298256508.56]",-211.71266371210882,-215.00588433233526,-22.673446274843137,-22.595655376949637,-211.71266371210882,-215.00588433233526,0.040138081886930264,False
